Cuda Without Preprocessing:
0.348525
0.332347
0.330587
Num QBit 7:
0.39035
0.373911
0.39425
0.373004
0.392901
Num QBit 8:
0.41631
0.433483
0.438958
0.435159
0.436736
Num QBit 9:
0.478186
0.478889
0.461604
0.484567
0.48176
Num QBit 10:
0.506935
0.504474
0.507297
0.505175
0.512096
Num QBit 11:
0.552553
0.54936
0.549223
0.54922
0.549555
Num QBit 12:
0.597243
0.594243
0.593014
0.62001
0.598955
Num QBit 13:
0.634657
0.635067
0.640091
0.644362
0.637434
Num QBit 14:
0.683908
0.694579
0.683627
0.683339
0.708
Num QBit 15:
0.728277
0.746956
0.728806
0.744546
0.728977
Num QBit 16:
0.770702
0.768821
0.765933
0.776353
0.776454
Num QBit 17:
1.093851
1.087471
1.086563
1.087534
1.089192
Num QBit 18:
2.586076
2.589416
2.590017
2.589379
2.58881
Num QBit 19:
4.752458
4.750438
4.750741
4.752974
4.750029
Num QBit 20:
9.244665
9.241725
9.245667
9.240488
9.238941
Num QBit 21:
22.2912
26.471199
26.217473
26.291045
26.108312
Num QBit 22:
51.681314
51.70914
51.956939
51.554868
51.40773
Cuda costant only:
Num QBit 5:
0.948427
0.829727
0.810621
0.811484
0.809617
Num QBit 6:
0.95556
0.954365
0.954606
0.956125
0.953074
Num QBit 7:
1.069127
1.075252
1.070232
1.07014
1.067985
Num QBit 8:
1.19272
1.193796
1.195113
1.192184
1.194439
Num QBit 9:
1.323634
1.339963
1.323681
1.336537
1.32406
Num QBit 10:
1.490871
1.489573
1.509632
1.497623
1.483432
Num QBit 11:
1.716806
1.725572
1.710357
1.716546
1.711069
Num QBit 12:
2.102875
2.070228
2.067189
2.072365
2.092236
Num QBit 13:
2.725616
2.705732
2.695818
2.693868
2.69499
Num QBit 14:
4.051296
4.079873
4.046674
4.051049
4.047978
Num QBit 15:
6.548862
6.571616
6.549516
6.555384
6.56255
Num QBit 16:
11.463997
11.553593
11.56556
11.536844
11.575136
Num QBit 17:
22.111117
22.097824
21.932122
22.112219
22.111209
Num QBit 18:
43.578994
43.602214
43.596975
43.58078
43.585414
Num QBit 19:
88.488138
89.352838
89.333514
89.3602
88.459822
Num QBit 20:
183.611546
183.000686
181.748022
183.61049
182.980143
Num QBit 21:
381.810976
381.664696
381.700537
381.859796
381.931416
Num QBit 22:
792.343028
792.350292
792.175572
791.93296
791.917958
Cuda Permute:
Num QBit 5:
0.677987
0.266358
0.266807
0.290579
0.298077
Num QBit 6:
0.324521
0.323945
0.328286
0.342102
0.326226
Num QBit 7:
0.36808
0.383096
0.386348
0.367788
0.365323
Num QBit 8:
0.411948
0.40877
0.427869
0.428201
0.430152
Num QBit 9:
0.451684
0.466226
0.441388
0.443857
0.4489
Num QBit 10:
0.490169
0.486453
0.479149
0.499247
0.474373
Num QBit 11:
0.542054
0.517871
0.515548
0.513263
0.51323
Num QBit 12:
0.56458
0.583083
0.565357
0.565202
0.565115
Num QBit 13:
0.641737
0.642379
0.64341
0.641323
0.664295
Num QBit 14:
0.845389
0.847478
0.828038
0.845983
0.827865
Num QBit 15:
1.310184
1.329203
1.339334
1.331584
1.329801
Num QBit 16:
2.19072
2.19047
2.190975
2.190795
2.190466
Num QBit 17:
4.055239
4.064769
4.058599
4.074335
4.053903
Num QBit 18:
7.875295
7.876206
7.882544
7.877811
7.876211
Num QBit 19:
19.683227
19.770044
19.688845
19.664054
19.659503
Num QBit 20:
40.998513
40.697837
40.994624
40.994864
41.000363
Num QBit 21:
84.062067
84.139946
84.219106
84.143518
84.149248
Num QBit 22:
174.523452
174.303369
174.328691
174.316089
174.391462
Cuda texture:
Num QBit 5:
3.052667
0.196274
0.195896
0.241713
0.23026
Num QBit 6:
0.225505
0.225785
0.225012
0.292343
0.230157
Num QBit 7:
0.250711
0.232574
0.276035
0.302506
0.258738
Num QBit 8:
0.305953
0.286354
0.440628
0.267238
0.27072
Num QBit 9:
0.330919
0.3273
0.407618
0.403835
0.348006
Num QBit 10:
0.469399
0.413904
0.483543
0.477045
0.455604
Num QBit 11:
0.510758
0.570172
0.522304
0.534196
0.500741
Num QBit 12:
0.660004
0.595508
0.571473
0.608375
0.650368
Num QBit 13:
0.680122
0.689962
0.749974
0.675148
0.752218
Num QBit 14:
1.083672
0.937046
0.854074
0.883822
0.876288
Num QBit 15:
1.569925
1.341896
1.351838
1.356738
1.477953
Num QBit 16:
2.274578
2.344627
2.294294
2.277797
2.287852
Num QBit 17:
4.658621
4.661993
4.896028
4.904921
4.901467
Num QBit 18:
12.253409
12.254739
12.256548
12.258419
12.25524
Num QBit 19:
25.154162
25.178797
25.149833
25.145907
25.139628
Num QBit 20:
51.662322
51.721575
51.550784
51.6177
51.968991
Num QBit 21:
107.204747
107.405236
107.138223
107.141212
107.139099
Num QBit 22:
222.064567
222.367872
222.325094
222.096035
222.074906
Cuda 4x4 permute:
Num QBit 5:
0.918457
0.917818
0.91533
0.919451
0.91409
Num QBit 6:
1.062055
1.066494
1.064012
1.067488
1.061481
Num QBit 7:
1.206406
1.210002
1.206814
1.209285
1.207936
Num QBit 8:
1.349029
1.356039
1.35036
1.347794
1.35126
Num QBit 9:
1.508875
1.515002
1.510296
1.495685
1.503725
Num QBit 10:
1.646092
1.650192
1.671045
1.642115
1.646034
Num QBit 11:
1.825711
1.823063
1.801251
1.8636
1.819459
Num QBit 12:
1.947979
1.975369
1.941669
1.94724
1.946262
Num QBit 13:
2.08294
2.083985
2.10161
2.087155
2.082114
Num QBit 14:
2.274019
2.248165
2.241262
2.254351
2.246935
Num QBit 15:
2.381477
2.42424
2.383736
2.417491
2.389033
Num QBit 16:
2.595249
2.611616
2.593729
2.601235
2.586975
Num QBit 17:
3.385128
3.356872
3.356773
3.362566
3.352935
Num QBit 18:
4.89063
4.858598
4.85804
4.86468
4.860081
Num QBit 19:
7.843375
7.837359
7.820775
7.792478
7.76603
Num QBit 20:
13.585398
13.630408
13.609841
13.624787
13.517249
Num QBit 21:
25.835937
25.97007
26.081943
26.448309
26.234848
Num QBit 22:
52.340773
52.537649
51.659934
51.926288
51.807873
Cuda dynamic:
Num QBit 5:
4.299
1.675008
1.674965
1.672731
1.670818
Num QBit 6:
2.06949
2.051042
2.064704
2.056657
2.059843
Num QBit 7:
2.454294
2.418789
2.420984
2.422835
2.419731
Num QBit 8:
2.829599
2.797417
2.804551
2.822373
2.817874
Num QBit 9:
3.250314
3.199
3.199994
3.199468
3.199969
Num QBit 10:
3.605127
3.557265
3.559079
3.561905
3.559901
Num QBit 11:
3.99731
3.956316
3.955686
3.957775
3.959025
Num QBit 12:
4.386208
4.338106
4.33299
4.336796
4.33598
Num QBit 13:
4.721844
4.690217
4.693141
4.691083
4.68161
Num QBit 14:
5.172353
5.13175
5.134019
5.130699
5.125545
Num QBit 15:
6.13312
6.104992
6.123924
6.121819
6.116855
Num QBit 16:
8.747028
8.768155
8.75767
8.77327
8.916377
Num QBit 17:
23.339214
24.108385
24.527232
25.121359
25.486975
Num QBit 18:
89.943272
89.976487
90.04023
89.970498
90.222206
Num QBit 19:
329.159489
1128.072386
1159.185084
1147.379688
1159.092022
Num QBit 20:
4581.949892
4628.952674
4628.469946
4629.155268
4628.04695
